s1,,s1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
277.9816284,0.09378618747,277.9816284,0.09385406971,
276.9976196,0.09295236319,276.9976196,0.09295457602,
276.0134583,0.09261137247,276.0134583,0.09259577096,
274.9898682,0.09244076908,274.9898682,0.09252394736,
274.0055542,0.09255383164,274.0055542,0.09247048944,
272.98172,0.09242321551,272.98172,0.09249845147,
271.9971313,0.09322037548,271.9971313,0.09406068921,
271.0125122,0.09505400807,271.0125122,0.09459988773,
269.9883423,0.09851196408,269.9883423,0.09758602828,
269.003479,0.1027251557,269.003479,0.1030917466,
268.0184937,0.114710778,268.0184937,0.1126075089,
266.9940491,0.1281815171,266.9940491,0.1278461218,
266.0088501,0.1602464765,266.0088501,0.1645688564,
264.9841919,0.2178544402,264.9841919,0.2188448906,
263.9988098,0.2960282862,263.9988098,0.3053929806,
263.0133057,0.4279504418,263.0133057,0.4369018376,
261.9882813,0.6720710993,261.9882813,0.6783405542,
261.0026245,1.061239123,261.0026245,1.029303312,
260.0168457,1.432122946,260.0168457,1.439875484,
258.9915161,2.098045588,258.9915161,2.114672184,
258.0055847,2.985320568,258.0055847,2.996785402,
257.0194702,3.30767107,257.0194702,3.283667564,
255.9938354,3.362893105,255.9938354,3.263985872,
255.0075989,3.517525434,255.0075989,3.476953983,
253.9817505,3.527936459,253.9817505,3.540704489,
252.9952698,3.73986578,252.9952698,3.784563541,
252.008728,3.734597683,252.008728,3.662153482,
250.9826202,3.820860147,250.9826202,3.697376251,
249.9958344,3.641298294,249.9958344,3.760321617,
249.0090179,3.71340847,249.0090179,3.930146694,
247.9825897,4.064314365,247.9825897,4.117895126,
246.9955139,4.318140507,246.9955139,3.734906435,
246.0083923,4.085274696,246.0083923,3.950632572,
244.9817047,3.760811806,244.9817047,3.807660818,
243.9943695,4.249342918,243.9943695,4.246330738,
243.006958,4.005486488,243.006958,3.96813035,
242.0194244,3.781126976,242.0194244,3.893115044,
240.9923248,3.695263147,240.9923248,3.734565258,
240.0046387,3.749089718,240.0046387,3.746612787,
239.0168457,3.673741102,239.0168457,3.538691998,
237.9894714,3.675942421,237.9894714,3.960072994,
237.0015106,4.097979069,237.0015106,3.586267471,
236.013443,3.98679781,236.013443,3.713943005,
234.9857788,4.029416084,234.9857788,3.846791506,
233.9975433,3.676785231,233.9975433,3.592066288,
233.0092163,4.434736729,233.0092163,4.097105026,
231.9812775,4.049441814,231.9812775,3.91900897,
230.9927826,4.234501362,230.9927826,3.765712738,
230.0041809,4.039302826,230.0041809,4.039189816,
229.0155182,4.250375748,229.0155182,3.765137196,
227.9871826,3.919200182,227.9871826,4.023849964,
226.9983215,3.000738144,226.9983215,3.015120745,
226.0093842,4.027299881,226.0093842,3.88792634,
224.9808044,3.961553812,224.9808044,3.850754023,
223.9916992,4.09481287,223.9916992,4.119238377,
223.0024872,3.774417877,223.0024872,3.916217566,
222.0132141,3.736382484,222.0132141,4.19755125,
220.9842682,4.290696144,220.9842682,3.964669704,
219.994812,3.801999331,219.994812,3.768899202,
219.0052795,3.709596872,219.0052795,3.723131895,
218.015686,4.171701908,218.015686,3.985108852,
216.9863739,3.897907734,216.9863739,3.922479153,
215.9966125,3.868741989,215.9966125,3.580197096,
215.0067291,4.038598061,215.0067291,3.591704845,
214.0167999,3.709900379,214.0167999,3.827719212,
212.9871674,3.717813015,212.9871674,3.589640379,
211.9970398,3.802290678,211.9970398,3.609630108,
211.0068665,3.767476797,211.0068665,3.824492693,
210.016571,3.732685804,210.016571,3.822343349,
208.986618,3.541369677,208.986618,3.975194693,
207.9961853,3.865530729,207.9961853,3.754590034,
207.0056915,3.760240078,207.0056915,3.802913666,
206.0150909,3.746444225,206.0150909,3.917858839,
204.9848022,3.977183342,204.9848022,3.599160194,
203.9940491,3.529104233,203.9940491,4.199295044,
203.0032349,3.687148333,203.0032349,3.694354534,
202.0123444,3.647236586,202.0123444,3.937789917,
200.9817352,3.596676826,200.9817352,3.853577614,
199.9906769,3.582002878,199.9906769,3.582587719,

s1,
s1
Collection Time: 10/10/2023 11:05:32 AM
Operator Name  :
Scan Version 5.1.3.1042
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  Off
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 10/10/2023 10:59:22 AM
Method Modifications:
Common Interval nm Changed: 10/10/2023 11:03:29 AM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 204.0

s1,
s1
Collection Time: 10/10/2023 11:06:49 AM
Operator Name  :
Scan Version 5.1.3.1042
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  Off
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 10/10/2023 10:59:22 AM
Method Modifications:
Common Interval nm Changed: 10/10/2023 11:03:29 AM, Old:     5.00, New:     1.00
Y Max Abs Changed: 10/10/2023 11:06:37 AM, Old:     1.00, New:     5.00
End Method Modifications
<Current Wavelength> , 213.0

